,collection_id,image_class,image_id
422,2,imagenet,264
423,1,imagenet,265
424,2,imagenet,265
425,1,imagenet,266
426,2,imagenet,266
427,3,imagenet,267
428,1,imagenet,268
429,2,imagenet,268
430,1,imagenet,269
431,2,imagenet,269
432,1,imagenet,270
433,2,imagenet,270
434,1,imagenet,271
435,2,imagenet,271
436,1,imagenet,272
437,2,imagenet,272
438,1,imagenet,273
439,2,imagenet,273
440,1,imagenet,274
441,2,imagenet,274
442,1,imagenet,275
443,2,imagenet,275
444,3,imagenet,276
445,1,imagenet,277
446,2,imagenet,277
447,1,imagenet,278
448,2,imagenet,278
449,3,imagenet,279
450,1,imagenet,280
451,2,imagenet,280
452,1,imagenet,281
453,1,imagenet,282
454,1,imagenet,284
455,2,imagenet,284
456,1,imagenet,285
457,1,imagenet,286
458,2,imagenet,286
459,1,imagenet,287
460,2,imagenet,287
461,1,imagenet,288
462,2,imagenet,288
463,1,imagenet,290
464,2,imagenet,290
465,1,imagenet,291
466,2,imagenet,291
467,1,imagenet,292
468,2,imagenet,292
469,1,imagenet,293
470,2,imagenet,293
471,3,imagenet,294
472,1,imagenet,295
473,1,imagenet,296
474,2,imagenet,296
475,1,imagenet,297
476,1,imagenet,298
477,2,imagenet,298
478,1,imagenet,299
479,2,imagenet,299
480,1,imagenet,300
481,2,imagenet,300
482,1,imagenet,301
483,2,imagenet,301
484,1,imagenet,302
485,2,imagenet,302
486,3,imagenet,305
487,1,imagenet,307
488,2,imagenet,307
489,1,imagenet,308
490,2,imagenet,308
491,1,imagenet,309
492,2,imagenet,309
493,1,imagenet,310
494,1,imagenet,311
495,2,imagenet,311
496,1,imagenet,312
497,2,imagenet,312
498,1,imagenet,313
499,2,imagenet,313
500,1,imagenet,314
501,2,imagenet,314
502,1,imagenet,315
503,2,imagenet,315
504,1,imagenet,316
505,1,imagenet,317
506,2,imagenet,317
507,3,imagenet,318
508,1,imagenet,319
509,2,imagenet,319
510,1,imagenet,320
511,1,imagenet,321
512,2,imagenet,321
513,1,imagenet,322
514,2,imagenet,322
515,1,imagenet,323
516,2,imagenet,323
517,1,imagenet,324
518,1,imagenet,325
519,1,imagenet,326
520,1,imagenet,327
521,2,imagenet,327
522,1,imagenet,328
523,2,imagenet,328
524,1,imagenet,329
525,2,imagenet,329
526,1,imagenet,330
527,2,imagenet,330
528,1,imagenet,332
529,2,imagenet,332
530,1,imagenet,333
531,2,imagenet,333
532,1,imagenet,334
533,2,imagenet,334
534,3,imagenet,335
535,1,imagenet,336
536,2,imagenet,336
537,1,imagenet,337
538,2,imagenet,337
539,1,imagenet,338
540,2,imagenet,338
541,1,imagenet,339
542,2,imagenet,339
543,1,imagenet,340
544,1,imagenet,341
545,2,imagenet,341
546,1,imagenet,342
547,2,imagenet,342
548,1,imagenet,343
549,2,imagenet,343
550,1,imagenet,344
551,2,imagenet,344
552,1,imagenet,345
553,2,imagenet,345
554,1,imagenet,346
555,2,imagenet,346
556,1,imagenet,347
557,2,imagenet,347
558,1,imagenet,348
559,2,imagenet,348
560,1,imagenet,349
561,2,imagenet,349
562,1,imagenet,350
563,2,imagenet,350
564,1,imagenet,351
565,2,imagenet,351
566,1,imagenet,352
567,2,imagenet,352
568,1,imagenet,353
569,2,imagenet,353
570,1,imagenet,354
571,4,imagenet,355
572,3,imagenet,356
573,1,imagenet,358
574,2,imagenet,358
575,1,imagenet,359
576,2,imagenet,359
577,1,imagenet,360
578,2,imagenet,360
579,1,imagenet,361
580,2,imagenet,361
581,1,imagenet,362
582,2,imagenet,362
583,1,imagenet,363
584,2,imagenet,363
585,3,imagenet,364
586,3,imagenet,365
587,1,imagenet,366
588,2,imagenet,366
589,1,imagenet,367
590,2,imagenet,367
591,1,imagenet,368
592,2,imagenet,368
593,1,imagenet,369
594,2,imagenet,369
595,1,imagenet,370
596,2,imagenet,370
597,3,imagenet,371
598,1,imagenet,372
599,2,imagenet,372
600,3,imagenet,373
601,1,imagenet,374
602,2,imagenet,374
603,1,imagenet,375
604,1,imagenet,377
605,2,imagenet,377
606,1,imagenet,378
607,2,imagenet,378
608,1,imagenet,379
609,1,imagenet,380
610,2,imagenet,380
611,1,imagenet,381
612,2,imagenet,381
613,1,imagenet,382
614,2,imagenet,382
615,3,imagenet,383
616,1,imagenet,384
617,2,imagenet,384
618,1,imagenet,385
619,2,imagenet,385
620,1,imagenet,386
621,2,imagenet,386
622,1,imagenet,387
623,2,imagenet,387
624,1,imagenet,388
625,2,imagenet,388
626,1,imagenet,389
627,2,imagenet,389
628,1,imagenet,390
629,2,imagenet,390
630,1,imagenet,391
631,2,imagenet,391
632,3,imagenet,392
633,1,imagenet,393
634,2,imagenet,393
635,1,imagenet,394
636,1,imagenet,395
637,2,imagenet,395
638,1,imagenet,396
639,1,imagenet,397
640,2,imagenet,397
641,1,imagenet,398
642,2,imagenet,398
643,1,imagenet,400
644,2,imagenet,400
645,1,imagenet,401
646,1,imagenet,402
647,1,imagenet,403
648,2,imagenet,403
649,1,imagenet,404
650,2,imagenet,404
651,1,imagenet,405
652,2,imagenet,405
653,1,imagenet,406
654,2,imagenet,406
655,1,imagenet,407
656,1,imagenet,408
657,2,imagenet,408
658,1,imagenet,409
659,1,imagenet,410
660,2,imagenet,410
661,3,imagenet,411
662,1,imagenet,412
663,2,imagenet,412
664,1,imagenet,414
665,2,imagenet,414
666,1,imagenet,415
667,2,imagenet,415
668,1,imagenet,416
669,2,imagenet,416
670,3,imagenet,417
671,1,imagenet,419
672,2,imagenet,419
673,1,imagenet,420
674,1,imagenet,421
675,2,imagenet,421
676,1,imagenet,422
677,2,imagenet,422
678,1,imagenet,423
679,2,imagenet,423
680,1,imagenet,424
681,1,imagenet,425
682,1,imagenet,426
683,1,imagenet,427
684,2,imagenet,427
685,1,imagenet,428
686,2,imagenet,428
687,1,imagenet,429
688,2,imagenet,429
689,1,imagenet,430
690,2,imagenet,430
691,1,imagenet,431
692,2,imagenet,431
693,1,imagenet,432
694,2,imagenet,432
695,1,imagenet,433
696,2,imagenet,433
697,1,imagenet,434
698,1,imagenet,435
699,2,imagenet,435
700,1,imagenet,436
701,2,imagenet,436
702,1,imagenet,437
703,2,imagenet,437
704,1,imagenet,438
705,2,imagenet,438
706,1,imagenet,439
707,2,imagenet,439
708,1,imagenet,440
709,2,imagenet,440
710,1,imagenet,441
711,2,imagenet,441
712,1,imagenet,442
713,2,imagenet,442
714,3,imagenet,444
715,1,imagenet,445
716,1,imagenet,446
717,1,imagenet,447
718,2,imagenet,447
719,1,imagenet,448
720,2,imagenet,448
721,1,imagenet,449
722,1,imagenet,450
723,2,imagenet,450
724,1,imagenet,451
725,2,imagenet,451
726,1,imagenet,452
727,2,imagenet,452
728,1,imagenet,453
729,2,imagenet,453
730,1,imagenet,454
731,2,imagenet,454
732,1,imagenet,455
733,2,imagenet,455
734,1,imagenet,457
735,1,imagenet,458
736,1,imagenet,459
737,2,imagenet,459
738,1,imagenet,460
739,2,imagenet,460
740,3,imagenet,461
741,1,imagenet,462
742,2,imagenet,462
743,3,imagenet,463
744,1,imagenet,464
745,2,imagenet,464
746,1,imagenet,467
747,2,imagenet,467
748,1,imagenet,468
749,1,imagenet,469
750,2,imagenet,469
751,1,imagenet,470
752,2,imagenet,470
753,1,imagenet,471
754,1,imagenet,472
755,2,imagenet,472
756,1,imagenet,473
757,2,imagenet,473
758,1,imagenet,474
759,2,imagenet,474
760,1,imagenet,475
761,2,imagenet,475
762,1,imagenet,476
763,2,imagenet,476
764,1,imagenet,477
765,2,imagenet,477
766,1,imagenet,478
767,2,imagenet,478
768,4,imagenet,479
769,1,imagenet,480
770,2,imagenet,480
771,1,imagenet,481
772,2,imagenet,481
773,3,imagenet,482
774,4,imagenet,483
775,1,imagenet,484
776,2,imagenet,484
777,1,imagenet,486
778,2,imagenet,486
779,1,imagenet,487
780,1,imagenet,488
781,2,imagenet,488
782,1,imagenet,489
783,2,imagenet,489
784,1,imagenet,491
785,2,imagenet,491
786,1,imagenet,492
787,2,imagenet,492
788,1,imagenet,493
789,2,imagenet,493
790,1,imagenet,494
791,2,imagenet,494
792,1,imagenet,495
793,1,imagenet,496
794,2,imagenet,496
795,1,imagenet,499
796,2,imagenet,499
797,1,imagenet,500
798,2,imagenet,500
799,1,imagenet,501
800,2,imagenet,501
801,1,imagenet,502
802,2,imagenet,502
803,1,imagenet,503
804,1,imagenet,504
805,3,imagenet,505
806,1,imagenet,506
807,2,imagenet,506
808,1,imagenet,508
809,2,imagenet,508
810,1,imagenet,509
811,1,imagenet,510
812,1,imagenet,511
813,2,imagenet,511
814,1,imagenet,512
815,2,imagenet,512
816,1,imagenet,513
817,2,imagenet,513
818,1,imagenet,514
819,1,imagenet,515
820,1,imagenet,517
821,2,imagenet,517
822,1,imagenet,518
823,2,imagenet,518
824,1,imagenet,519
825,2,imagenet,519
826,1,imagenet,521
827,2,imagenet,521
828,3,imagenet,522
829,1,imagenet,524
830,2,imagenet,524
831,1,imagenet,525
832,2,imagenet,525
833,1,imagenet,526
834,2,imagenet,526
835,1,imagenet,527
836,2,imagenet,527
837,1,imagenet,528
838,2,imagenet,528
839,1,imagenet,529
840,2,imagenet,529
841,1,imagenet,530
842,2,imagenet,530
843,1,imagenet,531
844,2,imagenet,531
845,1,imagenet,532
846,2,imagenet,532
847,1,imagenet,533
848,2,imagenet,533
849,1,imagenet,534
850,1,imagenet,535
851,2,imagenet,535
852,1,imagenet,536
853,2,imagenet,536
854,1,imagenet,537
855,2,imagenet,537
856,1,imagenet,538
857,2,imagenet,538
858,1,imagenet,540
859,2,imagenet,540
860,1,imagenet,541
861,1,imagenet,542
862,2,imagenet,542
863,1,imagenet,543
864,2,imagenet,543
865,1,imagenet,544
866,1,imagenet,545
867,2,imagenet,545
868,1,imagenet,547
869,2,imagenet,547
870,3,imagenet,548
871,1,imagenet,549
872,2,imagenet,549
873,1,imagenet,550
874,2,imagenet,550
875,1,imagenet,551
876,2,imagenet,551
877,1,imagenet,552
878,2,imagenet,552
879,1,imagenet,553
880,2,imagenet,553
881,1,imagenet,554
882,2,imagenet,554
883,1,imagenet,555
884,2,imagenet,555
885,1,imagenet,556
886,3,imagenet,557
887,1,imagenet,558
888,2,imagenet,558
889,1,imagenet,559
890,2,imagenet,559
891,1,imagenet,560
892,2,imagenet,560
893,1,imagenet,561
894,2,imagenet,561
895,1,imagenet,562
896,2,imagenet,562
897,1,imagenet,563
898,2,imagenet,563
899,1,imagenet,564
900,2,imagenet,564
901,1,imagenet,566
902,2,imagenet,566
903,1,imagenet,567
904,2,imagenet,567
905,1,imagenet,568
906,2,imagenet,568
907,3,imagenet,569
908,3,imagenet,570
909,1,imagenet,571
910,2,imagenet,571
911,1,imagenet,572
912,2,imagenet,572
913,1,imagenet,573
914,2,imagenet,573
915,1,imagenet,574
916,2,imagenet,574
917,1,imagenet,575
918,2,imagenet,575
919,1,imagenet,576
920,2,imagenet,576
921,1,imagenet,577
922,2,imagenet,577
923,1,imagenet,578
924,2,imagenet,578
925,1,imagenet,579
926,2,imagenet,579
927,1,imagenet,580
928,2,imagenet,580
929,1,imagenet,581
930,2,imagenet,581
931,1,imagenet,582
932,1,imagenet,583
933,1,imagenet,584
934,2,imagenet,584
935,1,imagenet,585
936,2,imagenet,585
937,1,imagenet,586
938,2,imagenet,586
939,1,imagenet,587
940,2,imagenet,587
941,1,imagenet,588
942,2,imagenet,588
943,1,imagenet,589
944,2,imagenet,589
945,1,imagenet,590
946,2,imagenet,590
947,1,imagenet,591
948,2,imagenet,591
949,1,imagenet,592
950,2,imagenet,592
951,1,imagenet,593
952,2,imagenet,593
953,1,imagenet,594
954,1,imagenet,595
955,2,imagenet,595
956,1,imagenet,596
957,2,imagenet,596
958,1,imagenet,597
959,1,imagenet,598
960,2,imagenet,598
961,1,imagenet,599
962,2,imagenet,599
963,1,imagenet,600
964,2,imagenet,600
965,1,imagenet,601
966,2,imagenet,601
967,1,imagenet,602
968,2,imagenet,602
969,1,imagenet,603
970,2,imagenet,603
971,1,imagenet,604
972,2,imagenet,604
973,1,imagenet,605
974,1,imagenet,607
975,2,imagenet,607
976,1,imagenet,608
977,2,imagenet,608
978,1,imagenet,609
979,1,imagenet,610
980,2,imagenet,610
981,1,imagenet,611
982,1,imagenet,612
983,2,imagenet,612
984,1,imagenet,614
985,2,imagenet,614
986,1,imagenet,615
987,2,imagenet,615
988,3,imagenet,616
989,1,imagenet,618
990,2,imagenet,618
991,1,imagenet,619
992,2,imagenet,619
993,1,imagenet,620
994,2,imagenet,620
995,1,imagenet,621
996,2,imagenet,621
997,1,imagenet,622
998,2,imagenet,622
999,1,imagenet,623
1000,2,imagenet,623
1001,1,imagenet,624
1002,2,imagenet,624
1003,3,imagenet,625
1004,1,imagenet,626
1005,2,imagenet,626
1006,1,imagenet,628
1007,2,imagenet,628
1008,1,imagenet,629
1009,2,imagenet,629
1010,1,imagenet,630
1011,2,imagenet,630
1012,1,imagenet,631
1013,2,imagenet,631
1014,1,imagenet,632
1015,2,imagenet,632
1016,1,imagenet,633
1017,2,imagenet,633
1018,1,imagenet,634
1019,2,imagenet,634
1020,1,imagenet,635
1021,2,imagenet,635
1022,1,imagenet,636
1023,2,imagenet,636
1024,1,imagenet,638
1025,2,imagenet,638
1026,1,imagenet,639
1027,2,imagenet,639
1028,1,imagenet,640
1029,2,imagenet,640
1030,1,imagenet,641
1031,2,imagenet,641
1032,1,imagenet,642
1033,2,imagenet,642
1034,1,imagenet,643
1035,2,imagenet,643
1036,1,imagenet,644
1037,2,imagenet,644
1038,1,imagenet,645
1039,1,imagenet,646
1040,2,imagenet,646
1041,1,imagenet,647
1042,2,imagenet,647
1043,1,imagenet,648
1044,2,imagenet,648
1045,1,imagenet,649
1046,2,imagenet,649
1047,3,imagenet,650
1048,1,imagenet,651
1049,1,imagenet,652
1050,2,imagenet,652
1051,1,imagenet,653
1052,2,imagenet,653
1053,1,imagenet,654
1054,3,imagenet,655
1055,4,imagenet,656
1056,1,imagenet,657
1057,2,imagenet,657
1058,1,imagenet,658
1059,2,imagenet,658
1060,3,imagenet,659
1061,1,imagenet,660
1062,2,imagenet,660
1063,1,imagenet,661
1064,1,imagenet,662
1065,2,imagenet,662
1066,1,imagenet,663
1067,1,imagenet,664
1068,3,imagenet,665
1069,1,imagenet,666
1070,2,imagenet,666
1071,1,imagenet,667
1072,2,imagenet,667
1073,1,imagenet,668
1074,2,imagenet,668
1075,1,imagenet,669
1076,2,imagenet,669
1077,1,imagenet,670
1078,2,imagenet,670
1079,1,imagenet,671
1080,1,imagenet,673
1081,2,imagenet,673
1082,1,imagenet,674
1083,1,imagenet,675
1084,2,imagenet,675
1085,1,imagenet,676
1086,1,imagenet,677
1087,2,imagenet,677
1088,3,imagenet,678
1089,1,imagenet,679
1090,2,imagenet,679
1091,1,imagenet,680
1092,2,imagenet,680
1093,3,imagenet,681
1094,1,imagenet,682
1095,2,imagenet,682
1096,1,imagenet,683
1097,2,imagenet,683
1098,1,imagenet,684
1099,2,imagenet,684
1100,1,imagenet,685
1101,2,imagenet,685
1102,1,imagenet,686
1103,2,imagenet,686
1104,1,imagenet,687
1105,2,imagenet,687
1106,1,imagenet,688
1107,2,imagenet,688
1108,1,imagenet,689
1109,2,imagenet,689
1110,1,imagenet,690
1111,2,imagenet,690
1112,1,imagenet,691
1113,1,imagenet,692
1114,2,imagenet,692
1115,1,imagenet,693
1116,2,imagenet,693
1117,1,imagenet,695
1118,1,imagenet,696
1119,2,imagenet,696
1120,1,imagenet,697
1121,2,imagenet,697
1122,1,imagenet,698
1123,2,imagenet,698
1124,1,imagenet,699
1125,2,imagenet,699
1126,1,imagenet,700
1127,2,imagenet,700
1128,1,imagenet,701
1129,2,imagenet,701
1130,1,imagenet,703
1131,1,imagenet,704
1132,2,imagenet,704
1133,1,imagenet,705
1134,1,imagenet,706
1135,2,imagenet,706
1136,1,imagenet,707
1137,2,imagenet,707
1138,1,imagenet,708
1139,2,imagenet,708
1140,1,imagenet,709
1141,2,imagenet,709
1142,1,imagenet,710
1143,2,imagenet,710
1144,1,imagenet,711
1145,2,imagenet,711
1146,1,imagenet,712
1147,2,imagenet,712
1148,1,imagenet,713
1149,2,imagenet,713
1150,1,imagenet,714
1151,2,imagenet,714
1152,1,imagenet,715
1153,1,imagenet,716
1154,2,imagenet,716
1155,1,imagenet,717
1156,2,imagenet,717
1157,1,imagenet,718
1158,2,imagenet,718
1159,1,imagenet,719
1160,2,imagenet,719
1161,1,imagenet,720
1162,2,imagenet,720
1163,3,imagenet,722
1164,1,imagenet,723
1165,1,imagenet,724
1166,2,imagenet,724
1167,1,imagenet,725
1168,2,imagenet,725
1169,1,imagenet,726
1170,2,imagenet,726
1171,1,imagenet,727
1172,2,imagenet,727
1173,1,imagenet,728
1174,2,imagenet,728
1175,1,imagenet,730
1176,2,imagenet,730
1177,3,imagenet,731
1178,1,imagenet,732
1179,1,imagenet,733
1180,2,imagenet,733
1181,1,imagenet,736
1182,2,imagenet,736
1183,1,imagenet,737
1184,2,imagenet,737
1185,3,imagenet,738
1186,3,imagenet,739
1187,1,imagenet,740
1188,2,imagenet,740
1189,1,imagenet,742
1190,2,imagenet,742
1191,1,imagenet,743
1192,2,imagenet,743
1193,1,imagenet,744
1194,2,imagenet,744
1195,1,imagenet,745
1196,2,imagenet,745
1197,1,imagenet,746
1198,2,imagenet,746
1199,1,imagenet,747
1200,2,imagenet,747
1201,3,imagenet,748
1202,1,imagenet,749
1203,2,imagenet,749
1204,1,imagenet,750
1205,1,imagenet,752
1206,2,imagenet,752
1207,1,imagenet,753
1208,2,imagenet,753
1209,1,imagenet,754
1210,2,imagenet,754
1211,1,imagenet,755
1212,1,imagenet,756
1213,2,imagenet,756
1214,1,imagenet,757
1215,2,imagenet,757
1216,1,imagenet,758
1217,1,imagenet,759
1218,1,imagenet,760
1219,2,imagenet,760
1220,1,imagenet,761
1221,2,imagenet,761
1222,1,imagenet,762
1223,2,imagenet,762
1224,1,imagenet,763
1225,2,imagenet,763
1226,1,imagenet,764
1227,3,imagenet,765
1228,1,imagenet,766
1229,2,imagenet,766
1230,3,imagenet,767
1231,1,imagenet,768
1232,2,imagenet,768
1233,1,imagenet,769
1234,3,imagenet,770
1235,1,imagenet,771
1236,1,imagenet,772
1237,2,imagenet,772
1238,1,imagenet,774
1239,2,imagenet,774
1240,1,imagenet,775
1241,2,imagenet,775
1242,1,imagenet,776
1243,2,imagenet,776
1244,1,imagenet,777
1245,2,imagenet,777
1246,1,imagenet,778
